,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0189,0.059,-0.319,0.75,-0.135,0.098
mkt-rf,1.0058,0.009,106.331,0.0,0.987,1.024
FX Factor,0.0009,0.002,0.391,0.696,-0.004,0.006
