,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0266,0.12,-0.221,0.825,-0.263,0.21
mkt-rf,1.0043,0.029,35.114,0.0,0.948,1.061
FX Factor,0.0009,0.004,0.202,0.84,-0.008,0.01
