,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1402,0.081,-1.73,0.085,-0.3,0.019
mkt-rf,1.0174,0.013,78.544,0.0,0.992,1.043
FX Factor,0.0053,0.003,1.666,0.097,-0.001,0.012
