,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0067,0.168,0.04,0.968,-0.325,0.339
mkt-rf,0.9621,0.028,34.957,0.0,0.908,1.016
FX Factor,-0.0011,0.005,-0.196,0.845,-0.012,0.01
