,coef,std err,t,P>|t|,[0.025,0.975]
const,0.5614,0.341,1.644,0.101,-0.111,1.234
mkt-rf,1.0309,0.03,34.451,0.0,0.972,1.09
FX Factor,-0.0197,0.012,-1.63,0.104,-0.043,0.004
