,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0166,0.178,-0.093,0.926,-0.367,0.334
mkt-rf,1.0576,0.042,24.963,0.0,0.974,1.141
FX Factor,0.0015,0.007,0.228,0.82,-0.011,0.014
