,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0008,0.126,0.006,0.995,-0.248,0.25
mkt-rf,1.004,0.03,33.407,0.0,0.945,1.063
FX Factor,2.731e-05,0.005,0.006,0.995,-0.009,0.009
