"Date","Price","Open","High","Low","Change %"
"Nov 01, 2022","1.755","1.755","1.755","1.755","0.00%"
"Oct 31, 2022","1.755","1.755","1.755","1.755","-1.02%"
"Oct 28, 2022","1.773","1.824","1.824","1.773","-2.80%"
"Oct 27, 2022","1.824","1.860","1.860","1.824","-1.94%"
"Oct 26, 2022","1.860","1.900","1.900","1.860","-2.11%"
"Oct 25, 2022","1.900","1.925","1.925","1.900","-1.30%"
"Oct 24, 2022","1.925","1.925","1.925","1.925","0.52%"
"Oct 21, 2022","1.915","1.915","1.915","1.915","4.93%"
"Oct 20, 2022","1.825","1.825","1.825","1.825","0.00%"
"Oct 19, 2022","1.825","1.825","1.825","1.825","2.82%"
"Oct 18, 2022","1.775","1.775","1.775","1.775","0.00%"
"Oct 17, 2022","1.775","1.755","1.775","1.755","1.14%"
"Oct 14, 2022","1.755","1.755","1.755","1.755","-0.57%"
"Oct 13, 2022","1.765","1.765","1.765","1.765","0.00%"
"Oct 12, 2022","1.765","1.735","1.765","1.735","1.73%"
"Oct 11, 2022","1.735","1.705","1.735","1.705","1.76%"
"Oct 10, 2022","1.705","1.705","1.705","1.705","0.00%"
"Oct 07, 2022","1.705","1.705","1.705","1.705","1.79%"
"Oct 06, 2022","1.675","1.675","1.675","1.675","0.60%"
"Oct 05, 2022","1.665","1.675","1.675","1.665","-0.60%"
"Oct 04, 2022","1.675","1.675","1.675","1.675","-1.18%"
"Oct 03, 2022","1.695","1.695","1.695","1.695","0.00%"
"Sep 30, 2022","1.695","1.695","1.695","1.695","2.42%"
"Sep 29, 2022","1.655","1.655","1.655","1.655","-1.19%"
"Sep 28, 2022","1.675","1.665","1.675","1.665","0.60%"
"Sep 27, 2022","1.665","1.475","1.665","1.475","12.88%"
"Sep 26, 2022","1.475","1.402","1.475","1.402","5.21%"
"Sep 23, 2022","1.402","1.395","1.402","1.395","0.50%"
"Sep 22, 2022","1.395","1.395","1.395","1.395","0.00%"
"Sep 21, 2022","1.395","1.395","1.395","1.395","0.00%"
"Sep 20, 2022","1.395","1.395","1.395","1.395","0.00%"
"Sep 19, 2022","1.395","1.395","1.395","1.395","1.45%"
"Sep 16, 2022","1.375","1.345","1.375","1.345","2.23%"
"Sep 15, 2022","1.345","1.335","1.345","1.335","0.75%"
"Sep 14, 2022","1.335","1.305","1.335","1.305","2.30%"
"Sep 13, 2022","1.305","1.305","1.305","1.305","0.00%"
"Sep 12, 2022","1.305","1.305","1.305","1.305","1.56%"
"Sep 09, 2022","1.285","1.285","1.285","1.285","0.00%"
"Sep 08, 2022","1.285","1.285","1.285","1.285","-2.28%"
"Sep 07, 2022","1.315","1.315","1.315","1.315","0.77%"
"Sep 06, 2022","1.305","1.295","1.305","1.295","0.77%"
"Sep 05, 2022","1.295","1.295","1.295","1.295","-2.26%"
"Sep 02, 2022","1.325","1.255","1.325","1.255","5.58%"
"Sep 01, 2022","1.255","1.235","1.255","1.235","1.62%"
"Aug 31, 2022","1.235","1.215","1.235","1.215","1.65%"
"Aug 30, 2022","1.215","1.235","1.235","1.215","-1.62%"
"Aug 29, 2022","1.235","1.195","1.235","1.195","3.35%"
"Aug 26, 2022","1.195","1.195","1.195","1.195","0.00%"
"Aug 25, 2022","1.195","1.195","1.195","1.195","-0.83%"
"Aug 24, 2022","1.205","1.215","1.215","1.205","-0.82%"
"Aug 23, 2022","1.215","1.205","1.215","1.205","0.83%"
"Aug 22, 2022","1.205","1.205","1.205","1.205","1.69%"
"Aug 19, 2022","1.185","1.185","1.185","1.185","0.00%"
