,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1015,0.267,0.38,0.704,-0.424,0.627
mkt-rf,0.9999,0.023,42.762,0.0,0.954,1.046
FX Factor,-0.0036,0.009,-0.383,0.702,-0.022,0.015
