,Date,Individual Return,Weighted Return,FX Factor,risk-free,mkt-rf,risk premium,const,[mkt-rf],FX factor
1,2019-01-03,-0.0035461127221367824,-0.006459998370716091,30.905,0.842,-0.8484599983707161,-0.8455461127221368,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
2,2019-01-04,-0.010676197165001199,-0.011578728833594454,30.787,0.85,-0.8615787288335944,-0.8606761971650012,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
3,2019-01-07,0.007194272245620405,0.02214653053959892,30.805,0.87,-0.8478534694604011,-0.8628057277543796,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
4,2019-01-08,0.0,-0.002784083486050082,30.838,0.88,-0.8827840834860501,-0.88,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
5,2019-01-09,0.0035714421953473774,0.018268222016136537,30.783,0.88,-0.8617317779838635,-0.8764285578046527,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
6,2019-01-10,-0.003558732388333733,-0.001809260683056535,30.787,0.88,-0.8818092606830565,-0.8835587323883337,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
7,2019-01-11,0.0,0.003982223404551455,30.796,0.88,-0.8760177765954485,-0.88,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
8,2019-01-14,-0.0035714421953473774,-0.00524424268028445,30.835,0.86,-0.8652442426802844,-0.8635714421953473,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
9,2019-01-15,0.0,0.010076029926718189,30.826,0.875,-0.8649239700732818,-0.875,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
10,2019-01-16,0.0035842431124375198,-0.004306577230133057,30.797,0.875,-0.8793065772301331,-0.8714157568875625,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
11,2019-01-17,-0.007142884390694755,0.0025953824816034032,30.824,0.875,-0.8724046175183966,-0.8821428843906948,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
12,2019-01-18,0.010791408368430608,0.004791956177568224,30.864,0.875,-0.8702080438224318,-0.8642085916315694,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
13,2019-01-21,-0.003558732388333733,0.00542298670836594,30.885,0.875,-0.8695770132916341,-0.8785587323883337,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
14,2019-01-22,0.007142884390694755,0.0005318589011711339,30.889,0.875,-0.8744681410988289,-0.8678571156093052,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
15,2019-01-23,-0.0035461127221367824,-0.004877354539005174,30.841,0.85,-0.8548773545390052,-0.8535461127221368,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
16,2019-01-24,0.003558732388333733,0.0031198941078760534,30.862,0.86,-0.8568801058921239,-0.8564412676116663,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
17,2019-01-25,0.0035460450856622714,0.009364089256548969,30.708,0.87,-0.860635910743451,-0.8664539549143377,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
18,2019-01-28,0.0,0.004385299427038136,30.779,0.87,-0.8656147005729619,-0.87,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
19,2019-01-29,-0.003533515081871089,-0.00816314190556533,30.787,0.89,-0.8981631419055653,-0.8935335150818711,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
20,2019-01-30,-0.007092225444273565,6.745363889759659e-05,30.712,0.87,-0.8699325463611024,-0.8770922254442736,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
21,2019-02-11,0.007142884390694755,0.007248122388437084,30.862,0.825,-0.8177518776115629,-0.8178571156093052,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
22,2019-02-12,0.0,0.009345051790488945,30.79,0.838,-0.828654948209511,-0.838,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
23,2019-02-13,-0.0035461127221367824,-0.000709085011478594,30.825,0.838,-0.8387090850114786,-0.8415461127221368,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
24,2019-02-14,0.007117396899492842,-0.0001556216280770295,30.82,0.84,-0.840155621628077,-0.8328826031005071,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
25,2019-02-15,0.0,-0.0024015728748776333,30.812,0.82,-0.8224015728748776,-0.82,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
26,2019-02-18,0.0,0.007998187522528566,30.818,0.825,-0.8170018124774714,-0.825,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
27,2019-02-19,-0.003533515081871089,0.0006879545955742472,30.776,0.825,-0.8243120454044257,-0.828533515081871,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
28,2019-02-20,0.010638270529935837,0.011839747808610301,30.785,0.83,-0.8181602521913897,-0.8193617294700641,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
29,2019-02-21,-0.007017570629454495,0.0045821850539200515,30.801,0.82,-0.8154178149460799,-0.8270175706294545,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
30,2019-02-22,0.003533582479351097,0.0003284692566118963,30.746,0.83,-0.8296715307433881,-0.8264664175206489,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
31,2019-02-25,0.0,0.006588229506738985,30.733,0.83,-0.823411770493261,-0.83,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
32,2019-02-26,0.0,5.967870115086704e-05,30.756,0.83,-0.8299403212988491,-0.83,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
33,2019-02-27,0.0,-0.00022902096965615737,30.782,0.825,-0.8252290209696561,-0.825,-0.043758341239241605,0.9971266570137742,0.0012968960011442293
