,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0904,0.084,1.075,0.283,-0.075,0.256
mkt-rf,0.9652,0.02,48.257,0.0,0.926,1.005
FX Factor,-0.0036,0.003,-1.159,0.248,-0.01,0.003
