,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0464,0.064,0.724,0.47,-0.08,0.173
mkt-rf,0.9934,0.01,97.016,0.0,0.973,1.014
FX Factor,-0.0018,0.003,-0.722,0.471,-0.007,0.003
