,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0656,0.118,-0.556,0.579,-0.298,0.167
mkt-rf,1.021,0.028,36.367,0.0,0.966,1.076
FX Factor,0.0025,0.004,0.571,0.568,-0.006,0.011
