,Date,Individual Return,Weighted Return,FX Factor,risk-free,mkt-rf,risk premium,const,[mkt-rf],FX factor
1,2019-01-03,0.026369153289627065,-0.006459998370716091,30.905,0.842,-0.8484599983707161,-0.8156308467103729,-0.10157117119709647,0.9553694939404509,0.0022899072866591555
2,2019-01-04,-0.0118576777117485,-0.011578728833594454,30.787,0.85,-0.8615787288335944,-0.8618576777117485,-0.10157117119709647,0.9553694939404509,0.0022899072866591555
3,2019-01-07,0.02,0.02214653053959892,30.805,0.87,-0.8478534694604011,-0.85,-0.10157117119709647,0.9553694939404509,0.0022899072866591555
4,2019-01-08,0.00588233798157935,-0.002784083486050082,30.838,0.88,-0.8827840834860501,-0.8741176620184207,-0.10157117119709647,0.9553694939404509,0.0022899072866591555
5,2019-01-09,0.009746588838909496,0.018268222016136537,30.783,0.88,-0.8617317779838635,-0.8702534111610906,-0.10157117119709647,0.9553694939404509,0.0022899072866591555
6,2019-01-10,0.030888075528650402,-0.001809260683056535,30.787,0.88,-0.8818092606830565,-0.8491119244713496,-0.10157117119709647,0.9553694939404509,0.0022899072866591555
7,2019-01-11,0.09363295612598216,0.003982223404551455,30.796,0.88,-0.8760177765954485,-0.7863670438740178,-0.10157117119709647,0.9553694939404509,0.0022899072866591555
8,2019-01-14,0.056506834774622594,-0.00524424268028445,30.835,0.86,-0.8652442426802844,-0.8034931652253774,-0.10157117119709647,0.9553694939404509,0.0022899072866591555
9,2019-01-15,0.05186386909838673,0.010076029926718189,30.826,0.875,-0.8649239700732818,-0.8231361309016133,-0.10157117119709647,0.9553694939404509,0.0022899072866591555
10,2019-01-16,0.01694912863264678,-0.004306577230133057,30.797,0.875,-0.8793065772301331,-0.8580508713673533,-0.10157117119709647,0.9553694939404509,0.0022899072866591555
11,2019-01-17,0.04393941705877131,0.0025953824816034032,30.824,0.875,-0.8724046175183966,-0.8310605829412286,-0.10157117119709647,0.9553694939404509,0.0022899072866591555
12,2019-01-18,0.0,0.004791956177568224,30.864,0.875,-0.8702080438224318,-0.875,-0.10157117119709647,0.9553694939404509,0.0022899072866591555
13,2019-01-21,0.01741650104015553,0.00542298670836594,30.885,0.875,-0.8695770132916341,-0.8575834989598444,-0.10157117119709647,0.9553694939404509,0.0022899072866591555
14,2019-01-22,-0.009985691347776653,0.0005318589011711339,30.889,0.875,-0.8744681410988289,-0.8849856913477766,-0.10157117119709647,0.9553694939404509,0.0022899072866591555
