,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0127,0.087,0.145,0.884,-0.159,0.185
mkt-rf,0.9921,0.014,71.058,0.0,0.965,1.02
FX Factor,-0.0007,0.003,-0.213,0.831,-0.008,0.006
