,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1191,0.191,-0.623,0.534,-0.496,0.258
mkt-rf,0.9921,0.017,59.216,0.0,0.959,1.025
FX Factor,0.0042,0.007,0.619,0.537,-0.009,0.017
