,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0168,0.051,-0.328,0.743,-0.118,0.084
mkt-rf,1.0018,0.008,122.564,0.0,0.986,1.018
FX Factor,0.0006,0.002,0.313,0.755,-0.003,0.005
