,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0169,0.17,-0.099,0.921,-0.353,0.319
mkt-rf,1.0067,0.028,36.141,0.0,0.952,1.062
FX Factor,0.0007,0.006,0.128,0.898,-0.01,0.012
