,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0374,0.319,0.117,0.907,-0.59,0.665
mkt-rf,0.9697,0.028,34.718,0.0,0.915,1.025
FX Factor,-0.0017,0.011,-0.155,0.877,-0.024,0.02
