,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0285,0.07,-0.405,0.686,-0.167,0.11
mkt-rf,1.0008,0.012,86.894,0.0,0.978,1.023
FX Factor,0.0009,0.002,0.407,0.684,-0.004,0.005
