,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1105,0.077,-1.444,0.15,-0.261,0.04
mkt-rf,1.0118,0.012,82.748,0.0,0.988,1.036
FX Factor,0.0042,0.003,1.402,0.162,-0.002,0.01
