,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1033,0.129,-0.799,0.425,-0.358,0.152
mkt-rf,1.012,0.031,32.874,0.0,0.951,1.073
FX Factor,0.0036,0.005,0.757,0.45,-0.006,0.013
