,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0773,0.212,0.365,0.715,-0.34,0.494
mkt-rf,1.0041,0.019,54.141,0.0,0.968,1.041
FX Factor,-0.0027,0.007,-0.364,0.716,-0.017,0.012
