,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0447,0.127,0.354,0.724,-0.205,0.294
mkt-rf,1.0193,0.021,49.287,0.0,0.979,1.06
FX Factor,-0.001,0.004,-0.249,0.803,-0.009,0.007
