,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.007,0.046,-0.152,0.879,-0.097,0.083
mkt-rf,1.0009,0.007,136.566,0.0,0.986,1.015
FX Factor,0.0003,0.002,0.157,0.875,-0.003,0.004
