,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2361,0.09,-2.628,0.009,-0.413,-0.059
mkt-rf,1.0103,0.015,68.8,0.0,0.981,1.039
FX Factor,0.0079,0.003,2.722,0.007,0.002,0.014
