,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0278,0.128,0.217,0.828,-0.224,0.28
mkt-rf,0.9889,0.011,88.309,0.0,0.967,1.011
FX Factor,-0.0012,0.005,-0.271,0.786,-0.01,0.008
