,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1448,0.087,-1.665,0.097,-0.316,0.027
mkt-rf,1.0222,0.014,73.552,0.0,0.995,1.05
FX Factor,0.0058,0.003,1.672,0.096,-0.001,0.013
