,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2074,0.145,-1.433,0.153,-0.492,0.078
mkt-rf,1.0589,0.034,30.76,0.0,0.991,1.127
FX Factor,0.0079,0.005,1.471,0.143,-0.003,0.018
