,coef,std err,t,P>|t|,[0.025,0.975]
const,0.018,0.057,0.316,0.753,-0.094,0.13
mkt-rf,1.0006,0.009,109.816,0.0,0.983,1.019
FX Factor,-0.0005,0.002,-0.244,0.808,-0.005,0.004
