,coef,std err,t,P>|t|,[0.025,0.975]
const,0.064,0.104,0.614,0.54,-0.141,0.269
mkt-rf,0.9807,0.017,58.922,0.0,0.948,1.013
FX Factor,-0.0029,0.004,-0.701,0.484,-0.011,0.005
