,coef,std err,t,P>|t|,[0.025,0.975]
const,0.032,0.195,0.164,0.87,-0.352,0.415
mkt-rf,1.0189,0.046,22.001,0.0,0.928,1.11
FX Factor,-0.0007,0.007,-0.099,0.922,-0.015,0.013
