,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.3007,0.208,-1.448,0.149,-0.71,0.108
mkt-rf,1.0276,0.034,30.283,0.0,0.961,1.094
FX Factor,0.0106,0.007,1.576,0.116,-0.003,0.024
