,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1314,0.142,0.923,0.357,-0.149,0.412
mkt-rf,0.9784,0.023,42.058,0.0,0.933,1.024
FX Factor,-0.0047,0.005,-1.033,0.303,-0.014,0.004
