,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0844,0.093,-0.906,0.366,-0.268,0.099
mkt-rf,1.0064,0.015,67.526,0.0,0.977,1.036
FX Factor,0.0031,0.004,0.849,0.397,-0.004,0.01
