,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0046,0.321,0.014,0.989,-0.628,0.637
mkt-rf,0.9842,0.028,34.97,0.0,0.929,1.04
FX Factor,-0.0004,0.011,-0.032,0.975,-0.023,0.022
