,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1171,0.141,-0.828,0.409,-0.396,0.162
mkt-rf,1.0359,0.034,30.782,0.0,0.97,1.102
FX Factor,0.0045,0.005,0.866,0.387,-0.006,0.015
