,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0743,0.131,-0.566,0.572,-0.333,0.184
mkt-rf,1.0198,0.031,32.685,0.0,0.958,1.081
FX Factor,0.0028,0.005,0.581,0.562,-0.007,0.012
