,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0385,0.052,-0.737,0.462,-0.141,0.064
mkt-rf,1.0066,0.008,120.51,0.0,0.99,1.023
FX Factor,0.0015,0.002,0.741,0.46,-0.003,0.006
