,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0086,0.094,-0.091,0.927,-0.194,0.177
mkt-rf,0.9962,0.015,64.853,0.0,0.966,1.026
FX Factor,0.0002,0.003,0.07,0.944,-0.006,0.006
