,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0453,0.079,-0.572,0.568,-0.201,0.111
mkt-rf,1.009,0.013,78.04,0.0,0.984,1.034
FX Factor,0.0016,0.003,0.643,0.521,-0.003,0.007
