,coef,std err,t,P>|t|,[0.025,0.975]
const,0.111,0.08,1.392,0.165,-0.046,0.268
mkt-rf,0.9813,0.013,76.977,0.0,0.956,1.006
FX Factor,-0.0044,0.003,-1.388,0.166,-0.011,0.002
