,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2136,0.152,-1.401,0.162,-0.514,0.087
mkt-rf,0.9502,0.025,38.146,0.0,0.901,0.999
FX Factor,0.0058,0.005,1.176,0.241,-0.004,0.015
