,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0988,0.135,0.732,0.465,-0.167,0.364
mkt-rf,0.9962,0.022,46.217,0.0,0.954,1.039
FX Factor,-0.0035,0.005,-0.652,0.515,-0.014,0.007
