,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1649,0.122,-1.351,0.178,-0.405,0.076
mkt-rf,0.9725,0.02,48.739,0.0,0.933,1.012
FX Factor,0.0046,0.004,1.174,0.241,-0.003,0.012
