,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1159,0.167,-0.696,0.487,-0.444,0.212
mkt-rf,1.0117,0.04,25.538,0.0,0.934,1.09
FX Factor,0.0041,0.006,0.662,0.509,-0.008,0.016
