,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2003,0.113,-1.778,0.077,-0.422,0.022
mkt-rf,1.0248,0.018,56.939,0.0,0.989,1.06
FX Factor,0.0078,0.004,1.753,0.081,-0.001,0.017
