,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.5508,0.277,-1.989,0.048,-1.096,-0.005
mkt-rf,0.9807,0.024,40.403,0.0,0.933,1.028
FX Factor,0.0194,0.01,1.987,0.048,0.0,0.039
