,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0054,0.127,-0.042,0.966,-0.256,0.246
mkt-rf,0.9977,0.03,32.906,0.0,0.938,1.057
FX Factor,0.0002,0.005,0.033,0.974,-0.009,0.009
