,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1202,0.051,2.365,0.019,0.02,0.22
mkt-rf,0.96,0.012,79.412,0.0,0.936,0.984
FX Factor,-0.0047,0.002,-2.494,0.013,-0.008,-0.001
