,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0384,0.05,-0.774,0.44,-0.136,0.059
mkt-rf,1.0085,0.008,127.048,0.0,0.993,1.024
FX Factor,0.0016,0.002,0.818,0.414,-0.002,0.005
