,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0565,0.06,0.946,0.345,-0.061,0.174
mkt-rf,0.97,0.014,68.207,0.0,0.942,0.998
FX Factor,-0.0024,0.002,-1.075,0.283,-0.007,0.002
