,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0067,0.08,-0.084,0.933,-0.165,0.151
mkt-rf,1.0007,0.019,52.483,0.0,0.963,1.038
FX Factor,0.0002,0.003,0.066,0.948,-0.006,0.006
