,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0342,0.117,0.293,0.77,-0.196,0.264
mkt-rf,0.9873,0.028,35.502,0.0,0.933,1.042
FX Factor,-0.0013,0.004,-0.304,0.761,-0.01,0.007
