,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1727,0.088,-1.953,0.052,-0.347,0.001
mkt-rf,0.9822,0.008,126.743,0.0,0.967,0.997
FX Factor,0.0059,0.003,1.887,0.06,-0.0,0.012
