,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0005,0.045,-0.011,0.991,-0.088,0.087
mkt-rf,1.0005,0.007,140.388,0.0,0.986,1.014
FX Factor,5.513e-05,0.002,0.031,0.975,-0.003,0.004
