,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0342,0.045,-0.752,0.453,-0.124,0.055
mkt-rf,0.993,0.007,133.732,0.0,0.978,1.008
FX Factor,0.0009,0.001,0.63,0.529,-0.002,0.004
