,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0423,0.05,-0.842,0.401,-0.141,0.057
mkt-rf,1.006,0.008,125.173,0.0,0.99,1.022
FX Factor,0.0017,0.002,0.842,0.401,-0.002,0.006
