,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.044,0.098,-0.449,0.654,-0.237,0.149
mkt-rf,1.0112,0.016,64.523,0.0,0.98,1.042
FX Factor,0.0019,0.004,0.499,0.618,-0.006,0.01
