,coef,std err,t,P>|t|,[0.025,0.975]
const,0.178,0.147,1.213,0.226,-0.111,0.467
mkt-rf,0.9691,0.035,27.76,0.0,0.9,1.038
FX Factor,-0.0064,0.005,-1.187,0.236,-0.017,0.004
