,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0482,0.056,0.86,0.391,-0.062,0.159
mkt-rf,0.9934,0.009,110.823,0.0,0.976,1.011
FX Factor,-0.0019,0.002,-0.84,0.402,-0.006,0.003
