,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0899,0.061,-1.467,0.144,-0.211,0.031
mkt-rf,0.9922,0.01,99.116,0.0,0.972,1.012
FX Factor,0.0027,0.002,1.379,0.169,-0.001,0.007
