,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0471,0.068,-0.692,0.49,-0.181,0.087
mkt-rf,1.0076,0.011,92.624,0.0,0.986,1.029
FX Factor,0.0019,0.003,0.697,0.487,-0.003,0.007
