,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0741,0.096,0.773,0.44,-0.115,0.263
mkt-rf,0.9713,0.023,42.587,0.0,0.926,1.016
FX Factor,-0.0029,0.004,-0.814,0.416,-0.01,0.004
